1.399999999999999911e+00	1.062762832641601562e+03	1.157143020629882812e+03	1.594252490997314453e+03
2.000000000000000000e+00	8.755064964294433594e+02	9.234590530395507812e+02	1.469279003143310547e+03
3.000000000000000000e+00	5.975395679473876953e+02	5.699984073638916016e+02	1.328385162353515625e+03
4.000000000000000000e+00	4.306229114532470703e+02	2.983529806137084961e+02	1.196346569061279297e+03
5.000000000000000000e+00	3.124980688095092773e+02	1.489707708358764648e+02	9.504773139953613281e+02
6.000000000000000000e+00	2.579209089279174805e+02	7.933133840560913086e+01	7.455655097961425781e+02
7.000000000000000000e+00	2.124218702316284180e+02	4.023795723915100098e+01	6.822586536407470703e+02
8.000000000000000000e+00	1.786810636520385742e+02	8.863480389118194580e+00	6.313608169555664062e+02
9.000000000000000000e+00	1.464155316352844238e+02	0.000000000000000000e+00	5.909168243408203125e+02
1.000000000000000000e+01	8.866831660270690918e+01	0.000000000000000000e+00	5.689167976379394531e+02
1.100000000000000000e+01	5.844932794570922852e+01	0.000000000000000000e+00	5.262429237365722656e+02
1.200000000000000000e+01	2.508876025676727295e+01	0.000000000000000000e+00	4.730052947998046875e+02
1.300000000000000000e+01	5.278922617435455322e+00	0.000000000000000000e+00	4.530464172363281250e+02
1.400000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	4.268125534057617188e+02
1.500000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	3.554749011993408203e+02
1.600000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.946578502655029297e+02
1.700000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.150749683380126953e+02
1.800000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	1.510497808456420898e+02
1.900000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	1.025068044662475586e+02
2.000000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	3.547787666320800781e+01
2.100000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	6.451259553432464600e+00
