1.399999999999999911e+00	1.268546485900878906e+03	1.043961524963378906e+03	1.267169857025146484e+03
2.000000000000000000e+00	1.240310859680175781e+03	9.711194038391113281e+02	1.281052970886230469e+03
3.000000000000000000e+00	1.125515270233154297e+03	8.354909896850585938e+02	1.301143836975097656e+03
4.000000000000000000e+00	1.105650711059570312e+03	6.983274459838867188e+02	1.315721416473388672e+03
5.000000000000000000e+00	1.099015617370605469e+03	6.677532196044921875e+02	1.350793457031250000e+03
6.000000000000000000e+00	1.105389976501464844e+03	6.748865604400634766e+02	1.317156887054443359e+03
7.000000000000000000e+00	1.045071220397949219e+03	6.706134319305419922e+02	1.305504035949707031e+03
8.000000000000000000e+00	1.004473876953125000e+03	6.745168209075927734e+02	1.330511760711669922e+03
9.000000000000000000e+00	9.718564987182617188e+02	6.869788169860839844e+02	1.359231376647949219e+03
1.000000000000000000e+01	9.297760009765625000e+02	6.979300498962402344e+02	1.395697498321533203e+03
1.100000000000000000e+01	9.150493621826171875e+02	7.315425872802734375e+02	1.436830139160156250e+03
1.200000000000000000e+01	8.529878616333007812e+02	7.572039604187011719e+02	1.483742141723632812e+03
1.300000000000000000e+01	8.277440071105957031e+02	7.697746276855468750e+02	1.527728557586669922e+03
1.400000000000000000e+01	8.126363754272460938e+02	7.908234596252441406e+02	1.635136032104492188e+03
1.500000000000000000e+01	7.826806545257568359e+02	8.186964035034179688e+02	1.699075698852539062e+03
1.600000000000000000e+01	7.437808990478515625e+02	8.445579528808593750e+02	1.776385688781738281e+03
1.700000000000000000e+01	6.875074386596679688e+02	8.409858703613281250e+02	1.877944946289062500e+03
1.800000000000000000e+01	6.624293327331542969e+02	8.435271263122558594e+02	1.927174377441406250e+03
1.900000000000000000e+01	6.414058208465576172e+02	8.583494186401367188e+02	1.991479492187500000e+03
2.000000000000000000e+01	5.933259963989257812e+02	8.864101409912109375e+02	2.091372299194335938e+03
2.100000000000000000e+01	5.913730621337890625e+02	8.879436492919921875e+02	2.084178543090820312e+03
