1.399999999999999911e+00	1.157078170776367188e+03	1.047484493255615234e+03	5.700551033020019531e+02
2.000000000000000000e+00	1.145014381408691406e+03	1.027058124542236328e+03	4.325755596160888672e+02
3.000000000000000000e+00	1.170828342437744141e+03	9.884200096130371094e+02	3.489345550537109375e+02
4.000000000000000000e+00	1.085411643981933594e+03	9.829952239990234375e+02	3.156941890716552734e+02
5.000000000000000000e+00	1.070971107482910156e+03	9.884920120239257812e+02	2.818871974945068359e+02
6.000000000000000000e+00	1.083564758300781250e+03	1.036318206787109375e+03	2.513050079345703125e+02
7.000000000000000000e+00	1.132250690460205078e+03	1.091148471832275391e+03	2.311672210693359375e+02
8.000000000000000000e+00	1.192745876312255859e+03	1.147908687591552734e+03	2.057872772216796875e+02
9.000000000000000000e+00	1.254673385620117188e+03	1.191289138793945312e+03	1.860836625099182129e+02
1.000000000000000000e+01	1.321839046478271484e+03	1.268774318695068359e+03	1.778124928474426270e+02
1.100000000000000000e+01	1.386694049835205078e+03	1.317728519439697266e+03	1.542271971702575684e+02
1.200000000000000000e+01	1.456675338745117188e+03	1.379809570312500000e+03	1.550941586494445801e+02
1.300000000000000000e+01	1.526889419555664062e+03	1.437587070465087891e+03	1.504492878913879395e+02
1.400000000000000000e+01	1.633997154235839844e+03	1.486734580993652344e+03	1.512153267860412598e+02
1.500000000000000000e+01	1.693954658508300781e+03	1.551363754272460938e+03	1.511545896530151367e+02
1.600000000000000000e+01	1.712800025939941406e+03	1.603392791748046875e+03	1.471563935279846191e+02
1.700000000000000000e+01	1.758780097961425781e+03	1.615365600585937500e+03	1.560931682586669922e+02
1.800000000000000000e+01	1.785532760620117188e+03	1.661182975769042969e+03	1.495900630950927734e+02
1.900000000000000000e+01	1.829741477966308594e+03	1.741304779052734375e+03	1.388720035552978516e+02
2.000000000000000000e+01	1.872577667236328125e+03	1.757854843139648438e+03	1.411957263946533203e+02
2.100000000000000000e+01	1.896319961547851562e+03	1.842835044860839844e+03	1.354764461517333984e+02
